algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,use_path,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,29.73492443648521,592.9130997657776,89.08456230163574,503.82853746414185,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,30.255063498525484,490.57270550727844,71.51886653900146,419.053838968277,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,29.97763086662813,471.4115927219391,76.27442288398743,395.13716983795166,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,29.3234135787173,487.2444586753845,74.25941896438599,412.98503971099854,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,30.62519986535054,592.4323377609253,89.87421703338623,502.55812072753906,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,29.29080162587458,484.06188797950745,80.28664827346802,403.77523970603943,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,30.235678647771298,481.3673691749573,70.86936497688293,410.49800419807434,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,29.68752922148549,538.5894277095795,82.62986874580383,455.95955896377563,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,29.917928832685575,525.7086441516876,89.96179485321045,435.7468492984772,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,30.178921341130494,457.7105116844177,63.15471887588501,394.5557928085327,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,29.943120058413186,309.16168427467346,80.27303957939148,228.88864469528198,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,29.30212607808523,301.51951718330383,88.9557843208313,212.56373286247253,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,29.851381594902872,315.5709207057953,88.30797839164734,227.26294231414795,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,29.980815460233828,325.29763865470886,62.066564083099365,263.2310745716095,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,29.3136236906499,63.70849609375,21.263837099075317,42.44465899467468,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,29.65708547106171,541.1671986579895,23.76400899887085,517.4031896591187,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,28.86466717150057,362.56250977516174,29.848837852478027,332.7136719226837,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,29.648650543832623,82.66609382629395,26.728450775146484,55.93764305114746,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,30.681669550229202,175.72200441360474,22.206074953079224,153.5159294605255,,,,,,central,

NLSM,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,False,True,False,29.733733209638203,49.74246263504028,18.477380990982056,31.265081644058228,,,,,,central,

RFQI,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,32.084815481256925,255.74478316307068,26.444507360458374,229.3002758026123,,,,,,central,

RFQI,HestonWithVar,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,500,20000,10,100,100,0.0,1,30,20,"(1.0, 1.0, 1.0)",1.0,True,True,False,32.20768496287336,236.98286318778992,33.12879514694214,203.85406804084778,,,,,,central,

