algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,use_path,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,21.186605997659758,13.019313097000122,0.2787346839904785,12.740578413009644,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,7.842736282791869,13.543035745620728,0.2842214107513428,13.258814334869385,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,12.663593386050414,13.404103755950928,0.2948336601257324,13.109270095825195,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,23.084460946360444,13.548184394836426,0.3122255802154541,13.235958814620972,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,14.630884701545877,13.43773889541626,0.4635608196258545,12.974178075790405,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,24.899757651287533,13.38834834098816,0.48461270332336426,12.903735637664795,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,7.9829629856347015,13.211616039276123,0.4673616886138916,12.744254350662231,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,25.15199757626412,13.523463249206543,0.34459877014160156,13.178864479064941,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,24.70293916183408,13.476474285125732,0.5144648551940918,12.96200942993164,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,24.912143091296887,13.24416208267212,0.5017948150634766,12.742367267608643,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,24.629111162135523,1.5472521781921387,0.4355509281158447,1.111701250076294,,,,,,central,

RLSM,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,25.13857961114511,1.5412168502807617,0.49835801124572754,1.0428588390350342,,,,,,central,

