algo,model,payoff,drift,volatility,mean,speed,correlation,hurst,nb_stocks,nb_paths,nb_dates,spot,strike,dividend,maturity,nb_epochs,hidden_size,factors,ridge_coeff,use_payoff_as_input,train_ITM_only,use_path,price,duration,time_path_gen,comp_time,delta,gamma,theta,rho,vega,greeks_method,price_upper_bound
RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,10.256154091865197,23.26556420326233,0.7207727432250977,22.54479146003723,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,23.90313443558948,23.238150596618652,1.0230965614318848,22.215054035186768,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,25.189586681259588,24.087536811828613,0.8660950660705566,23.221441745758057,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,25.231812085378436,24.064886569976807,1.1222994327545166,22.94258713722229,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,9.813826389013903,22.120058298110962,0.7002956867218018,21.41976261138916,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,24.83866680666112,23.80963897705078,1.2704250812530518,22.53921389579773,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,7.769339550141513,24.38313341140747,0.6646819114685059,23.718451499938965,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,24.740115991060367,24.234623670578003,0.8219764232635498,23.412647247314453,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,25.03708666515308,23.67099618911743,1.195810079574585,22.475186109542847,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,True,True,False,24.777038758997474,23.551002025604248,1.3936481475830078,22.15735387802124,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,7.9068168193845425,22.52438235282898,1.0324687957763672,21.491913557052612,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,11.708055647898187,23.518298149108887,0.7699170112609863,22.7483811378479,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,23.805791861621827,22.402831554412842,1.6555910110473633,20.74724054336548,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,9.1650780024885,23.65484094619751,1.170377254486084,22.484463691711426,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,24.827918163003837,12.169552326202393,0.5593276023864746,11.610224723815918,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,14.629920374190824,11.520613670349121,0.38094377517700195,11.13966989517212,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,24.709990850314366,11.560327529907227,0.41138482093811035,11.148942708969116,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,24.90527200378893,11.499768257141113,0.3962693214416504,11.103498935699463,,,,,,central,

RFQI,BlackScholes,MaxCall,0.0,0.2,0.01,2,-0.3,0.75,5,20000,10,100,100,0.0,1,30,30,"(1.0, 1.0, 1.0)",1.0,False,True,False,25.249496806445524,11.184710025787354,0.3255741596221924,10.859135866165161,,,,,,central,

